O*NET-SOC Code	Example	Commodity Code	Commodity Title
51-4051.00	Vibratory conveyors	24101727	Vibrating conveyors
51-4051.00	Wheeled forklifts	24101603	Forklifts
51-4052.00	Acetylene torches	23271702	Blow torch
51-4052.00	Automatic extractors	27121805	Hydraulic extractor
51-4052.00	Automatic ladles	23161605	Foundry ladles
51-4052.00	Bandsaws	23241509	Metal band sawing machine
51-4052.00	Chain falls	24101602	Hoists
51-4052.00	Cold chamber die casting machines	23161517	Die casting machine
51-4052.00	Coordinate measuring machines CMM	41111920	Coordinate measuring machines CMM
51-4052.00	Deburring tools	27111526	Deburring tool
51-4052.00	Depth gauges	41111604	Rulers
51-4052.00	Dross hoes	23161608	Foundry shovels
51-4052.00	Electric arc furnaces	40101843	Electric furnace
51-4052.00	Electric overhead transfer EOT cranes	24101653	Overhead crane
51-4052.00	Electric tilt furnaces	40101843	Electric furnace
51-4052.00	Foundry molds	23161606	Foundry molds
51-4052.00	Foundry tongs	27112104	Tongs
51-4052.00	Go/no-go gauges	41111619	Go or no go gauge
51-4052.00	Hand ladles	23161605	Foundry ladles
51-4052.00	Hand scrapers	47121812	Cleaning scrapers
51-4052.00	Handheld pneumatic grinders	23241401	Bench grinder
51-4052.00	Heat resistant suits	46181518	Heat resistant clothing
51-4052.00	High temperature thermometers	41112204	Pyrometers
51-4052.00	Hot chamber die casting machines	23161517	Die casting machine
51-4052.00	Jib cranes	24101652	Jib crane
51-4052.00	Lubricant pumpers	40151580	Lubricator pump
51-4052.00	Lubricant reciprocators	40151580	Lubricator pump
51-4052.00	Mallets	27111601	Mallets
51-4052.00	Metal sledgehammers	27111615	Sledge hammer
51-4052.00	Open-hearth furnaces	40101805	Furnaces
51-4052.00	Oxygen furnaces	40101805	Furnaces
51-4052.00	Power metal shears	27112723	Power shears
51-4052.00	Precision bench scales	41111507	Bench scales
51-4052.00	Protective ear plugs	46181901	Ear plugs
51-4052.00	Protective glasses	46181802	Safety glasses
51-4052.00	Slag scrappers	23161608	Foundry shovels
51-4052.00	Vise-grip pliers	27112115	Locking pliers
51-4052.00	Wheeled forklifts	24101603	Forklifts
51-4052.00	Wire brushes	27111907	Wire brushes
51-4061.00	Audio-oscillators	60104823	Simple harmonic oscillator
51-4061.00	Bandsaws	23241509	Metal band sawing machine
51-4061.00	Benchtop drill presses	23241801	Drill press or radial drill
51-4061.00	Capacitance checkers	41113604	Capacitance meters
51-4061.00	Chain hoists	24101602	Hoists
51-4061.00	Computer numerical control CNC routers	27112707	Power routers
51-4061.00	Computer numerical control CNC vertical machine centers	23242403	Vertical machining center
51-4061.00	Digital calipers	41111621	Calipers
51-4061.00	Digital electrical frequency meters	41115305	Electrical frequency meters
51-4061.00	Digital hardness testers	41114611	Hardness testers
51-4061.00	Digital integrated circuit testers	41113704	Integrated circuit testers
51-4061.00	Digital oscilloscopes	41113638	Oscilloscopes
51-4061.00	Electrical discharge machines EDM	23101521	Wire cathode electrode discharge machine
51-4061.00	Electronic micrometers	41111601	Micrometers
51-4061.00	Engraving machines	23101515	Engraving machines
51-4061.00	Flat smooth cut files	27111921	Smooth cut file
51-4061.00	Fused deposition modeling FDM printers	23261507	Three dimensional printing machine
51-4061.00	Gas powered brazing equipment	23271707	Gas welding or brazing or cutting apparatus
51-4061.00	Grease dispensing guns	27112901	Grease guns
51-4061.00	Hand snips	27111519	Tinners snips
51-4061.00	Hydraulic punch presses	23241801	Drill press or radial drill
51-4061.00	Jewelers lathes	23242304	Tracer or duplicating or contouring lathe
51-4061.00	Jig bores	23101505	Boring machines
51-4061.00	Mallets	27111601	Mallets
51-4061.00	Manual lathes	23242304	Tracer or duplicating or contouring lathe
51-4061.00	Manual mills	23101513	Milling machines
51-4061.00	Metal shears	27111519	Tinners snips
51-4061.00	Microsoldering equipment	23271603	Soldering iron
51-4061.00	Portable workshop cranes	24101630	Workshop cranes
51-4061.00	Power brakes	23251501	Hydraulic press brake
51-4061.00	Power grinding machines	23101506	Grinding machines
51-4061.00	Power saws	27112709	Power saws
51-4061.00	Scribing tools	27112303	Scribers
51-4061.00	Selective layered sintering SLS printers	23261507	Three dimensional printing machine
51-4061.00	Shadowgraph optical comparators	41113702	Comparators
51-4061.00	Signal generators	41115320	Signal generators
51-4061.00	Soldering irons	23271603	Soldering iron
51-4061.00	Stereolithography SLA printers	23261507	Three dimensional printing machine
51-4061.00	Three-dimensional prototyping printers	23261507	Three dimensional printing machine
51-4061.00	Tungsten inert gas TIG welding equipment	23271407	Tungsten inert gas welding machine
51-4061.00	Visual autocollimators	41111743	Autocollimator
51-4061.00	Volt-ohm meters VOM	41113631	Ohmmeters
51-4061.00	Wheatstone bridges	41113635	Calibrated resistance measuring equipment
51-4062.00	2/3 axis computer numerically controlled CNC milling machines	23242506	Traveling column milling machine
51-4062.00	Bandsaws	23241509	Metal band sawing machine
51-4062.00	Benchtop drill presses	23241801	Drill press or radial drill
51-4062.00	Computer numerical control CNC turning centers	23242305	Turret lathe
51-4062.00	Crucible furnaces	23161506	Foundry crucibles
51-4062.00	Digital bench scales	41111507	Bench scales
51-4062.00	Digital calipers	41111621	Calipers
51-4062.00	Digital micrometers	41111601	Micrometers
51-4062.00	Disc sanders	27112742	Disc sander
51-4062.00	Dividers	44111803	Compasses
51-4062.00	Draw knives	27111503	Utility knives
51-4062.00	Drying chambers	23161503	Core drying ovens
51-4062.00	Electric hoists	24101602	Hoists
51-4062.00	Flat cold chisels	27111901	Cold chisels
51-4062.00	Foundry casting ladles	23161605	Foundry ladles
51-4062.00	Foundry flasks	23161603	Foundry flasks
51-4062.00	Gating systems	23161510	Casting machines
51-4062.00	Horizontal turning centers	23242303	Horizontal turning center
51-4062.00	Jig borers	23101505	Boring machines
51-4062.00	Laser scanner coordinate capturing equipment	41111615	Laser measuring systems
51-4062.00	Layout compasses	44111803	Compasses
51-4062.00	Layout squares	27111803	Squares
51-4062.00	Manual brake presses	23251502	Manual press brake
51-4062.00	Measuring tapes	27111801	Tape measures
51-4062.00	Metalworking scribers	27112303	Scribers
51-4062.00	Personal computers	43211508	Personal computers
51-4062.00	Planers	23101514	Planing machines
51-4062.00	Power grinders	27112704	Power grinders
51-4062.00	Power routers	27112707	Power routers
51-4062.00	Precision positioning jigs	23153018	Positioning jig
51-4062.00	Precision rulers	41111604	Rulers
51-4062.00	Protractors	44111806	Protractors
51-4062.00	Radial arm saws	27112709	Power saws
51-4062.00	Shaping cutters	23241612	Shaper cutter
51-4062.00	Shrinkage rulers	41111604	Rulers
51-4062.00	Table saws	27112709	Power saws
51-4062.00	Three-dimensional routers	23101513	Milling machines
51-4062.00	Warehouse hand trucks	24101504	Hand trucks or accessories
51-4062.00	Wire electrical discharge machining EDM equipment	23101521	Wire cathode electrode discharge machine
51-4071.00	Abrasive stones	31191510	Abrasive stones
51-4071.00	Allen wrench sets	27111763	Allen wrench
51-4071.00	Angle plates	27111827	Adjustable angle plate
51-4071.00	Bench vises	27112102	Bench vises
51-4071.00	Buffing machines	23241411	Buffing machine
51-4071.00	Centrifugal casting machines	23161510	Casting machines
51-4071.00	Chain hoists	24101602	Hoists
51-4071.00	Core blowers	23161501	Foundry blowers
51-4071.00	Core machines	23161510	Casting machines
51-4071.00	Coremaking machines	23161510	Casting machines
51-4071.00	Crane ladles	23161605	Foundry ladles
51-4071.00	Crucible furnaces	23161506	Foundry crucibles
51-4071.00	Cupola furnaces	40101805	Furnaces
51-4071.00	Desktop computers	43211507	Desktop computers
51-4071.00	Dial calipers	41111621	Calipers
51-4071.00	Dial indicators	41111630	Dial indicator or dial gauge
51-4071.00	Die casting machines	23161510	Casting machines
51-4071.00	Digital micrometers	41111601	Micrometers
51-4071.00	Digital pyrometers	41112204	Pyrometers
51-4071.00	Electric arc furnaces	40101843	Electric furnace
51-4071.00	Electric overhead traveling EOT cranes	24101653	Overhead crane
51-4071.00	Emery cloths	31191504	Abrasive cloth
51-4071.00	Flat files	27111929	Flat hand file
51-4071.00	Foundry ovens	40101805	Furnaces
51-4071.00	Foundry sand testing equipment	41114610	Foundry testing apparatus
51-4071.00	Gas-powered generators	26111604	Gas generators
51-4071.00	Heat treating furnaces	23281601	Induction heating machine
51-4071.00	Height gauges	41111614	Height gauges
51-4071.00	Horizontal milling machines	23242507	Universal milling machine
51-4071.00	Induction furnaces	41104605	Crucible furnaces
51-4071.00	Inside diameter outside diameter ID-OD grinders	23241407	Cylindrical grinding machine
51-4071.00	Laser welding equipment	23271405	Laser welding machine
51-4071.00	Micro welding equipment	23271407	Tungsten inert gas welding machine
51-4071.00	Mold clamps	31162918	Power clamp
51-4071.00	Multipurpose hammers	27111602	Hammers
51-4071.00	Multipurpose screwdrivers	27111701	Screwdrivers
51-4071.00	Power grinders	27112704	Power grinders
51-4071.00	Process air heaters	40101818	Process air heaters
51-4071.00	Sand blasting machines	23281703	Sand blasting machine
51-4071.00	Shearing machines	23241510	Metal shearing machine
51-4071.00	Socket wrench sets	27111703	Socket sets
51-4071.00	Surface grinding machines	23241402	Surface grinding machine
51-4071.00	Surface plates	27111826	Precision surface plate
51-4071.00	Turret lathes	23242305	Turret lathe
51-4071.00	V-blocks	41111627	Vee block
51-4071.00	Vacuum casting machines	23161510	Casting machines
51-4071.00	Variable speed drill presses	23241801	Drill press or radial drill
51-4071.00	Vent gas scrubbers	40161601	Air scrubbers
51-4071.00	Vertical machining centers	23242403	Vertical machining center
51-4071.00	Wire electrical discharge machine WEDM	23101521	Wire cathode electrode discharge machine
51-4072.00	Air angle die grinders	27112704	Power grinders
51-4072.00	Air guns	27131502	Compressed air gun
51-4072.00	Air purifying respirators	46182002	Respirators
51-4072.00	Aluminized suits	46181518	Heat resistant clothing
51-4072.00	Aluminum hammers	27111602	Hammers
51-4072.00	Brass hammers	27111602	Hammers
51-4072.00	Cold chamber die casting machines	23161517	Die casting machine
51-4072.00	Compressed air sprayers	23153145	Spray gun
51-4072.00	Deflashing tools	27111503	Utility knives
51-4072.00	Die bars	27112502	Pry bars
51-4072.00	Die cast dies	23251803	Die casting die
51-4072.00	Digital handheld thermometers	41112213	Handheld thermometer
51-4072.00	Digital micrometers	41111601	Micrometers
51-4072.00	Digital psychrometers	41112302	Psychrometers
51-4072.00	Digital radius gauges	41111631	Radius gauge
51-4072.00	Digital surface thermometers	41112212	Surface thermometers
51-4072.00	Digital timers	54111503	Stop watch
51-4072.00	Digital torque wrenches	27111715	Torque wrenches
51-4072.00	Duckbill pliers	27112134	Longnose pliers
51-4072.00	Electric overhead traveling EOT cranes	24101653	Overhead crane
51-4072.00	Extruding equipment	23151503	Extruders
51-4072.00	Flash trimming knives	27111507	Metal cutters
51-4072.00	Gate cutters	27111507	Metal cutters
51-4072.00	Gravity die casting machines	23161510	Casting machines
51-4072.00	Hand crimpers	27121810	Hydraulic hand crimp tool
51-4072.00	Hand scrapers	47121812	Cleaning scrapers
51-4072.00	Hex key sets	27111710	Hex keys
51-4072.00	Hot chamber die casting machines	23161517	Die casting machine
51-4072.00	Hydraulic pressure gauges	41112403	Pressure indicators
51-4072.00	Injection molding machines	23151504	Injection molding machines
51-4072.00	Lifting slings	24101611	Slings
51-4072.00	Loading robots	23153205	Machine tending robot
51-4072.00	Measuring tapes	27111801	Tape measures
51-4072.00	Mechanical limit switches	39122213	Limit switch
51-4072.00	Melt pressure transducers	41112110	Pressure transducer
51-4072.00	Mold clamps	31162918	Power clamp
51-4072.00	Multipurpose screwdrivers	27111701	Screwdrivers
51-4072.00	Needle nose pliers	27112108	Needlenose pliers
51-4072.00	Orifice gauges	41111623	Thickness measuring devices
51-4072.00	Pneumatic die grinders	27112704	Power grinders
51-4072.00	Powered industrial trucks	24101516	Powered platform truck
51-4072.00	Pressure die casting machines	23161510	Casting machines
51-4072.00	Pressure washers	47121805	Pressure or steam cleaners
51-4072.00	Protective glasses	46181802	Safety glasses
51-4072.00	Right angle pliers	27112107	Adjustable widemouth pliers
51-4072.00	Robotic metal ladles	23161605	Foundry ladles
51-4072.00	Round nose pliers	27112125	Round nose pliers
51-4072.00	Sprue pullers	27111712	Pullers
51-4072.00	Standard metal ladles	23161605	Foundry ladles
51-4072.00	Stopwatches	54111503	Stop watch
51-4072.00	Thermal imaging cameras	41112202	Heat tracing equipment
51-4072.00	Thermocouples	41112206	Thermocouples
51-4072.00	Tie bar strain gauges	41111605	Strain gauges
51-4072.00	Trim presses	23251707	Trim press
51-4072.00	Utility knives	27111503	Utility knives
51-4072.00	Video borescopes	41111716	Borescope inspection equipment
51-4072.00	Wheeled forklifts	24101603	Forklifts
51-4072.00	Wire cleaning brushes	27111907	Wire brushes
51-4081.00	Adjustable wrenches	27111707	Adjustable wrenches
51-4081.00	Band saws	23241509	Metal band sawing machine
51-4081.00	Blow-molding machines	23151501	Blow molding machines
51-4081.00	Boring tools	23101505	Boring machines
51-4081.00	Buffing machines	23241411	Buffing machine
51-4081.00	Claw hammers	27111618	Claw hammer
51-4081.00	Compasses	44111803	Compasses
51-4081.00	Computer numerical controlled CNC milling machines	23242506	Traveling column milling machine
51-4081.00	Cutting machines	23101508	Cutting machines
51-4081.00	Desktop computers	43211507	Desktop computers
51-4081.00	Drafting scales	44111807	Scales
51-4081.00	Extruding machines	23151503	Extruders
51-4081.00	Face masks	46181702	Facial shields
51-4081.00	Gear hobbers	23241504	Gear cutting tool
51-4081.00	Grease guns	27112901	Grease guns
51-4081.00	Grinding machines	27112704	Power grinders
51-4081.00	Hand grinders	27111905	Grinders
51-4081.00	Hand shears	27111506	Shears
51-4081.00	Height gauges	41111614	Height gauges
51-4081.00	Injection molding machines	23151504	Injection molding machines
51-4081.00	Lathe machines	23101508	Cutting machines
51-4081.00	Lift bars	31162605	Lifting hooks
51-4081.00	Lifting hooks	31162605	Lifting hooks
51-4081.00	Locking pliers	27112115	Locking pliers
51-4081.00	Mechanical booms	24101629	Forklift or elevator accessories or supplies
