O*NET-SOC Code	Example	Commodity Code	Commodity Title	Hot Technology
19-2042.00	StrainSim	43232605	Analytical or scientific software	N
19-2042.00	Systat Software SigmaStat	43232605	Analytical or scientific software	N
19-2042.00	TECHBASE	43232605	Analytical or scientific software	N
19-2042.00	Terrain surface mapping software	43233506	Map creation software	N
19-2042.00	The MathWorks MATLAB	43232605	Analytical or scientific software	Y
19-2042.00	Trimble Terramodel	43232604	Computer aided design CAD software	Y
19-2042.00	Triton Elics International SeaClass	43232605	Analytical or scientific software	N
19-2042.00	Upperspace DesignCAD	43232604	Computer aided design CAD software	Y
19-2042.00	Upperspace ModelCAD	43232604	Computer aided design CAD software	Y
19-2042.00	Waterloo Hydrogeologic AquaChem	43232605	Analytical or scientific software	N
19-2042.00	Waterloo Hydrogeologic FlowPath II	43232605	Analytical or scientific software	N
19-2042.00	Well logging software	43232605	Analytical or scientific software	N
19-2042.00	Word processing software	43232104	Word processing software	N
19-2043.00	Advanced Logic Technology WellCAD	43232604	Computer aided design CAD software	Y
19-2043.00	Amtec Engineering Tecplot	43232102	Graphics or photo imaging software	N
19-2043.00	Argus ONE Open Numerical Environments	43232605	Analytical or scientific software	N
19-2043.00	Autodesk AutoCAD	43232604	Computer aided design CAD software	Y
19-2043.00	Autodesk AutoCAD Civil 3D	43232604	Computer aided design CAD software	Y
19-2043.00	Autodesk AutoCAD MAP3D	43232604	Computer aided design CAD software	Y
19-2043.00	Autodesk Land Desktop	43232604	Computer aided design CAD software	Y
19-2043.00	Bentley MicroStation	43232604	Computer aided design CAD software	Y
19-2043.00	Bentley Systems gINT	43232605	Analytical or scientific software	N
19-2043.00	Biodegration flow and transport modeling software	43232605	Analytical or scientific software	N
19-2043.00	BOSS International Visual Groundwater	43232604	Computer aided design CAD software	Y
19-2043.00	C++	43232405	Object or component oriented development software	Y
19-2043.00	Carlson SurvCADD	43232604	Computer aided design CAD software	Y
19-2043.00	Clover Technology GALENA	43232605	Analytical or scientific software	N
19-2043.00	Data visualization software	43232605	Analytical or scientific software	N
19-2043.00	Database software	43232306	Data base user interface and query software	N
19-2043.00	EarthSoft EQuIS Geology	43232306	Data base user interface and query software	N
19-2043.00	EarthVision	43232605	Analytical or scientific software	N
19-2043.00	Electric Rain Swift 3D	43232605	Analytical or scientific software	N
19-2043.00	Email software	43233501	Electronic mail software	N
19-2043.00	EnviroData Solutions	43232605	Analytical or scientific software	N
19-2043.00	EnviroInsite	43232106	Presentation software	N
19-2043.00	Environmental Software and Services SUTRA	43232605	Analytical or scientific software	N
19-2043.00	ESRI ArcGIS software	43233506	Map creation software	Y
19-2043.00	ESRI ArcView	43233506	Map creation software	N
19-2043.00	Fitts Geosolutions TWODAN	43232605	Analytical or scientific software	N
19-2043.00	Formlink HydroGEN	43232605	Analytical or scientific software	N
19-2043.00	Formula translation/translator FORTRAN	43232402	Development environment software	N
19-2043.00	GAEA Technologies Packet ESA	43232104	Word processing software	N
19-2043.00	GAEA Technologies WinLog	43232104	Word processing software	N
19-2043.00	GAEA Technologies WinSieve	43232301	Categorization or classification software	N
19-2043.00	Geographic information system GIS software	43233506	Map creation software	Y
19-2043.00	Geomechanical design analysis GDA software	43233506	Map creation software	N
19-2043.00	GIS/Solutions GIS/Key	43232306	Data base user interface and query software	N
19-2043.00	Golden Software Strater	43232605	Analytical or scientific software	N
19-2043.00	Golden Software Surfer	43233506	Map creation software	N
19-2043.00	Graphics software	43232102	Graphics or photo imaging software	N
19-2043.00	Groundwater modeling system GMS	43232605	Analytical or scientific software	N
19-2043.00	Groundwater Software QuickCross/Fence	43232605	Analytical or scientific software	N
19-2043.00	Groundwater Software QuickLog	43232605	Analytical or scientific software	N
19-2043.00	Groundwater Software Visual Site Manager	43232306	Data base user interface and query software	N
19-2043.00	Groundwater Vistas	43232605	Analytical or scientific software	N
19-2043.00	HEC RAS	43232605	Analytical or scientific software	N
19-2043.00	HEC-1	43232605	Analytical or scientific software	N
19-2043.00	HEC-2	43232605	Analytical or scientific software	N
19-2043.00	Hydrologic simulation program fortan HSPF software	43232605	Analytical or scientific software	N
19-2043.00	HydroSOLVE AQTESOLV	43232605	Analytical or scientific software	N
19-2043.00	Integrated Environmental Services 3D Master	43232604	Computer aided design CAD software	Y
19-2043.00	Laboratory information management system LIMS	43232605	Analytical or scientific software	N
19-2043.00	Logger data manager LDM	43232605	Analytical or scientific software	N
19-2043.00	Logplot software	43232605	Analytical or scientific software	N
19-2043.00	Microsoft Access	43232306	Data base user interface and query software	Y
19-2043.00	Microsoft Active Server Pages ASP	43232408	Web platform development software	Y
19-2043.00	Microsoft Excel	43232110	Spreadsheet software	Y
19-2043.00	Microsoft Office	43231513	Office suite software	Y
19-2043.00	Microsoft PowerPoint	43232106	Presentation software	Y
19-2043.00	Microsoft Visual Basic	43232402	Development environment software	Y
19-2043.00	Microsoft Word	43232104	Word processing software	Y
19-2043.00	MLPU	43232605	Analytical or scientific software	N
19-2043.00	National pollutant discharge elimination system NPDES compliance software	43232606	Compliance software	N
19-2043.00	Parameter Estimation PEST	43232605	Analytical or scientific software	N
19-2043.00	PRINCE	43232605	Analytical or scientific software	N
19-2043.00	Python	43232405	Object or component oriented development software	Y
19-2043.00	Revised universal soil loss equation RUSLE software	43232605	Analytical or scientific software	N
19-2043.00	River Lake Altimetry Product	43232306	Data base user interface and query software	N
19-2043.00	RockWare ChemFlux	43232605	Analytical or scientific software	N
19-2043.00	RockWare Geochemist's Workbench GWB	43232605	Analytical or scientific software	N
19-2043.00	RockWare MODFLOW	43232605	Analytical or scientific software	N
19-2043.00	RockWare RockWorks	43232605	Analytical or scientific software	N
19-2043.00	RockWare SieveGraph	43232102	Graphics or photo imaging software	N
19-2043.00	Satellite database software	43232306	Data base user interface and query software	N
19-2043.00	Scientific Software Group 3DFATMIC	43232604	Computer aided design CAD software	Y
19-2043.00	Scientific Software Group 3DFEMFAT	43232604	Computer aided design CAD software	Y
19-2043.00	Scientific Software Group AQUA3D	43232605	Analytical or scientific software	N
19-2043.00	Scientific Software Group AquaDyn	43232605	Analytical or scientific software	N
19-2043.00	Scientific Software Group AQUASEA	43232605	Analytical or scientific software	N
19-2043.00	Scientific Software Group Aquifer win32	43232605	Analytical or scientific software	N
19-2043.00	Scientific Software Group AQUIPACK	43232605	Analytical or scientific software	N
19-2043.00	Scientific Software Group AT123D	43232605	Analytical or scientific software	N
19-2043.00	Scientific Software Group BIO1D	43232605	Analytical or scientific software	N
19-2043.00	Scientific Software Group BIOF&T	43232605	Analytical or scientific software	N
19-2043.00	Scientific Software Group BIOSLURP	43232605	Analytical or scientific software	N
19-2043.00	Scientific Software Group BioTrends	43232605	Analytical or scientific software	N
19-2043.00	Scientific Software Group CHASM	43232605	Analytical or scientific software	N
19-2043.00	Scientific Software Group ChemGraph	43232306	Data base user interface and query software	N
19-2043.00	Scientific Software Group ChemPoint/ChemStat	43232306	Data base user interface and query software	N
19-2043.00	Scientific Software Group DTM	43233506	Map creation software	N
19-2043.00	Scientific Software Group Enviro-Base Pro	43232306	Data base user interface and query software	N
19-2043.00	Scientific Software Group EnviroScape	43232605	Analytical or scientific software	N
19-2043.00	Scientific Software Group EVS	43232604	Computer aided design CAD software	Y
19-2043.00	Scientific Software Group FEFLOW	43232605	Analytical or scientific software	N
19-2043.00	Scientific Software Group Filter Drain FD	43232605	Analytical or scientific software	N
19-2043.00	Scientific Software Group GFLOW	43232605	Analytical or scientific software	N
19-2043.00	Scientific Software Group HydroGeo Analyst	43232605	Analytical or scientific software	N
19-2043.00	Scientific Software Group HYDROGEOCHEM	43232605	Analytical or scientific software	N
19-2043.00	Scientific Software Group Infinite Extent	43232605	Analytical or scientific software	N
19-2043.00	Scientific Software Group MARS 2-D/3-D	43232605	Analytical or scientific software	N
19-2043.00	Scientific Software Group MIDUSS	43232605	Analytical or scientific software	N
19-2043.00	Scientific Software Group MIGRATE	43232605	Analytical or scientific software	N
19-2043.00	Scientific Software Group MINTEQA2	43232605	Analytical or scientific software	N
19-2043.00	Scientific Software Group MOCDENSE	43232605	Analytical or scientific software	N
19-2043.00	Scientific Software Group MODFLOWT	43232605	Analytical or scientific software	N
19-2043.00	Scientific Software Group MODPUMP	43232605	Analytical or scientific software	N
19-2043.00	Scientific Software Group MODRET	43232605	Analytical or scientific software	N
19-2043.00	Scientific Software Group MOFAT	43232605	Analytical or scientific software	N
19-2043.00	Scientific Software Group MohrView	43232605	Analytical or scientific software	N
19-2043.00	Scientific Software Group MOVER	43232605	Analytical or scientific software	N
19-2043.00	Scientific Software Group MS-VMS	43232605	Analytical or scientific software	N
19-2043.00	Scientific Software Group MT3D99	43232605	Analytical or scientific software	N
19-2043.00	Scientific Software Group OILVOL	43232605	Analytical or scientific software	N
19-2043.00	Scientific Software Group POLLUTE	43232605	Analytical or scientific software	N
19-2043.00	Scientific Software Group QHM	43232605	Analytical or scientific software	N
19-2043.00	Scientific Software Group QuickSoil	43232605	Analytical or scientific software	N
19-2043.00	Scientific Software Group RISC WorkBench	43232605	Analytical or scientific software	N
19-2043.00	Scientific Software Group RiverMorph	43232306	Data base user interface and query software	N
19-2043.00	Scientific Software Group RMT	43233506	Map creation software	N
19-2043.00	Scientific Software Group SEQUENCE	43232605	Analytical or scientific software	N
19-2043.00	Scientific Software Group SESOIL	43232605	Analytical or scientific software	N
19-2043.00	Scientific Software Group SLAEM/MLAEM	43232605	Analytical or scientific software	N
19-2043.00	Scientific Software Group Soil Vapor Extraction BioSVE	43232605	Analytical or scientific software	N
19-2043.00	Scientific Software Group SOILPARA	43232605	Analytical or scientific software	N
19-2043.00	Scientific Software Group SOLUTRANS	43232605	Analytical or scientific software	N
19-2043.00	Scientific Software Group StepMaster	43232605	Analytical or scientific software	N
19-2043.00	Scientific Software Group SURF	43233506	Map creation software	N
19-2043.00	Scientific Software Group SVFlux	43232605	Analytical or scientific software	N
19-2043.00	Scientific Software Group SVHeat	43232605	Analytical or scientific software	N
19-2043.00	Scientific Software Group TUFLOW	43232605	Analytical or scientific software	N
19-2043.00	Scientific Software Group VAM2D	43232605	Analytical or scientific software	N
19-2043.00	Scientific Software Group WinFlow	43232605	Analytical or scientific software	N
